Test Case ID,Module,Suite,Feature,Test Title,Preconditions,Steps,Input,Expected Result,Actual Result,Execution Status,Priority,Severity,Execution Time,Evidence,Traceability,Owner,Requirement ID,Environment
TC-SECURITY-1091,Offline,Security,Offline feature,Offline audit covering missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,5833ms,./evidence/TC-SECURITY-1091.png,REQ-709,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1092,Notifications,Security,Notifications feature,Notifications audit covering XSS payload execution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Notifications behaves correctly,Matches expected,Passed,High,High,4788ms,./evidence/TC-SECURITY-1092.png,REQ-906,QA-Team,REQ-NOTIFICATIONS,Staging
TC-SECURITY-1093,Camera,Security,Camera feature,Camera resilience against SQL injection attempt,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,4705ms,./evidence/TC-SECURITY-1093.png,REQ-281,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1094,Dashboard,Security,Dashboard feature,Dashboard audit covering HTTP parameter pollution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,3830ms,./evidence/TC-SECURITY-1094.png,REQ-867,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1095,Offline,Security,Offline feature,Offline vulnerability check for CSRF token bypass,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,4842ms,./evidence/TC-SECURITY-1095.png,REQ-468,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1096,Offline,Security,Offline feature,Offline resilience against business logic flaw,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,7730ms,./evidence/TC-SECURITY-1096.png,REQ-136,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1097,Education,Security,Education feature,Education vulnerability check for path traversal via filename,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Education behaves correctly,Matches expected,Passed,High,High,862ms,./evidence/TC-SECURITY-1097.png,REQ-886,QA-Team,REQ-EDUCATION,Staging
TC-SECURITY-1098,Authentication,Security,Authentication feature,Authentication resilience against SQL injection attempt,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,2551ms,./evidence/TC-SECURITY-1098.png,REQ-430,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1099,Offline,Security,Offline feature,Offline resilience against missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,3119ms,./evidence/TC-SECURITY-1099.png,REQ-488,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1100,History,Security,History feature,History audit covering missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,6819ms,./evidence/TC-SECURITY-1100.png,REQ-169,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1101,Camera,Security,Camera feature,Camera vulnerability check for JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,6313ms,./evidence/TC-SECURITY-1101.png,REQ-537,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1102,Profile,Security,Profile feature,Profile audit covering unvalidated redirect,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Profile behaves correctly,Matches expected,Passed,High,High,7008ms,./evidence/TC-SECURITY-1102.png,REQ-663,QA-Team,REQ-PROFILE,Staging
TC-SECURITY-1103,Reminder,Security,Reminder feature,Reminder vulnerability check for CORS misconfiguration,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,631ms,./evidence/TC-SECURITY-1103.png,REQ-399,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1104,Settings,Security,Settings feature,Settings audit covering missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Settings behaves correctly,Matches expected,Passed,High,High,3956ms,./evidence/TC-SECURITY-1104.png,REQ-237,QA-Team,REQ-SETTINGS,Staging
TC-SECURITY-1105,Camera,Security,Camera feature,Camera audit covering NoSQL injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,1099ms,./evidence/TC-SECURITY-1105.png,REQ-811,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1106,Visit,Security,Visit feature,Visit Reminder vulnerability check for JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Visit behaves correctly,Matches expected,Passed,High,High,7140ms,./evidence/TC-SECURITY-1106.png,REQ-381,QA-Team,REQ-VISIT,Staging
TC-SECURITY-1107,Visit,Security,Visit feature,Visit Reminder audit covering business logic flaw,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Visit behaves correctly,Matches expected,Passed,High,High,2796ms,./evidence/TC-SECURITY-1107.png,REQ-639,QA-Team,REQ-VISIT,Staging
TC-SECURITY-1108,History,Security,History feature,History vulnerability check for graphQL introspection leak,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,3489ms,./evidence/TC-SECURITY-1108.png,REQ-637,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1109,Tooth,Security,Tooth feature,Tooth Scan vulnerability check for timing attack on password validation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Tooth behaves correctly,Matches expected,Passed,High,High,1819ms,./evidence/TC-SECURITY-1109.png,REQ-812,QA-Team,REQ-TOOTH,Staging
TC-SECURITY-1110,Tooth,Security,Tooth feature,Tooth Scan audit covering rate limit evasion,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Tooth behaves correctly,Matches expected,Passed,High,High,1812ms,./evidence/TC-SECURITY-1110.png,REQ-726,QA-Team,REQ-TOOTH,Staging
TC-SECURITY-1111,Notifications,Security,Notifications feature,Notifications resilience against XML external entity injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Notifications behaves correctly,Matches expected,Passed,High,High,576ms,./evidence/TC-SECURITY-1111.png,REQ-211,QA-Team,REQ-NOTIFICATIONS,Staging
TC-SECURITY-1112,Camera,Security,Camera feature,Camera vulnerability check for IDOR on user object,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,4780ms,./evidence/TC-SECURITY-1112.png,REQ-847,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1113,Offline,Security,Offline feature,Offline vulnerability check for business logic flaw,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,5252ms,./evidence/TC-SECURITY-1113.png,REQ-641,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1114,Visit,Security,Visit feature,Visit Reminder audit covering rate limit evasion,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Visit behaves correctly,Matches expected,Passed,High,High,818ms,./evidence/TC-SECURITY-1114.png,REQ-595,QA-Team,REQ-VISIT,Staging
TC-SECURITY-1115,Camera,Security,Camera feature,Camera resilience against SSRF on webhook URL,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,6031ms,./evidence/TC-SECURITY-1115.png,REQ-805,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1116,Reminder,Security,Reminder feature,Reminder audit covering brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,5054ms,./evidence/TC-SECURITY-1116.png,REQ-907,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1117,Reminder,Security,Reminder feature,Reminder audit covering stale session persistence,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,5890ms,./evidence/TC-SECURITY-1117.png,REQ-394,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1118,History,Security,History feature,History resilience against insecure direct object reference,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,3598ms,./evidence/TC-SECURITY-1118.png,REQ-723,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1119,Offline,Security,Offline feature,Offline resilience against timing attack on password validation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,7045ms,./evidence/TC-SECURITY-1119.png,REQ-424,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1120,Camera,Security,Camera feature,Camera audit covering XML external entity injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,2227ms,./evidence/TC-SECURITY-1120.png,REQ-638,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1121,Dashboard,Security,Dashboard feature,Dashboard vulnerability check for rate limit evasion,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,4811ms,./evidence/TC-SECURITY-1121.png,REQ-738,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1122,Offline,Security,Offline feature,Offline audit covering XSS payload execution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,2998ms,./evidence/TC-SECURITY-1122.png,REQ-232,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1123,Education,Security,Education feature,Education vulnerability check for graphQL introspection leak,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Education behaves correctly,Matches expected,Passed,High,High,5132ms,./evidence/TC-SECURITY-1123.png,REQ-676,QA-Team,REQ-EDUCATION,Staging
TC-SECURITY-1124,Profile,Security,Profile feature,Profile vulnerability check for JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Profile behaves correctly,Matches expected,Passed,High,High,4166ms,./evidence/TC-SECURITY-1124.png,REQ-632,QA-Team,REQ-PROFILE,Staging
TC-SECURITY-1125,Settings,Security,Settings feature,Settings vulnerability check for brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Settings behaves correctly,Matches expected,Passed,High,High,6073ms,./evidence/TC-SECURITY-1125.png,REQ-747,QA-Team,REQ-SETTINGS,Staging
TC-SECURITY-1126,Tooth,Security,Tooth feature,Tooth Scan vulnerability check for SQL injection attempt,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Tooth behaves correctly,Matches expected,Passed,High,High,4177ms,./evidence/TC-SECURITY-1126.png,REQ-604,QA-Team,REQ-TOOTH,Staging
TC-SECURITY-1127,Notifications,Security,Notifications feature,Notifications audit covering NoSQL injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Notifications behaves correctly,Matches expected,Passed,High,High,6718ms,./evidence/TC-SECURITY-1127.png,REQ-284,QA-Team,REQ-NOTIFICATIONS,Staging
TC-SECURITY-1128,Settings,Security,Settings feature,Settings vulnerability check for privilege escalation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Settings behaves correctly,Matches expected,Passed,High,High,7338ms,./evidence/TC-SECURITY-1128.png,REQ-724,QA-Team,REQ-SETTINGS,Staging
TC-SECURITY-1129,Visit,Security,Visit feature,Visit Reminder vulnerability check for privilege escalation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Visit behaves correctly,Matches expected,Passed,High,High,2006ms,./evidence/TC-SECURITY-1129.png,REQ-825,QA-Team,REQ-VISIT,Staging
TC-SECURITY-1130,Reminder,Security,Reminder feature,Reminder audit covering IDOR on user object,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,2479ms,./evidence/TC-SECURITY-1130.png,REQ-298,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1131,Reminder,Security,Reminder feature,Reminder resilience against HTTP parameter pollution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,112ms,./evidence/TC-SECURITY-1131.png,REQ-221,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1132,Permissions,Security,Permissions feature,Permissions audit covering brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Permissions behaves correctly,Matches expected,Passed,High,High,296ms,./evidence/TC-SECURITY-1132.png,REQ-576,QA-Team,REQ-PERMISSIONS,Staging
TC-SECURITY-1133,Notifications,Security,Notifications feature,Notifications vulnerability check for missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Notifications behaves correctly,Matches expected,Passed,High,High,5223ms,./evidence/TC-SECURITY-1133.png,REQ-915,QA-Team,REQ-NOTIFICATIONS,Staging
TC-SECURITY-1134,History,Security,History feature,History audit covering secret exposure in headers,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,1066ms,./evidence/TC-SECURITY-1134.png,REQ-855,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1135,Reminder,Security,Reminder feature,Reminder resilience against missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,7047ms,./evidence/TC-SECURITY-1135.png,REQ-312,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1136,Dashboard,Security,Dashboard feature,Dashboard vulnerability check for brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,6650ms,./evidence/TC-SECURITY-1136.png,REQ-730,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1137,Notifications,Security,Notifications feature,Notifications resilience against timing attack on password validation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Notifications behaves correctly,Matches expected,Passed,High,High,3496ms,./evidence/TC-SECURITY-1137.png,REQ-523,QA-Team,REQ-NOTIFICATIONS,Staging
TC-SECURITY-1138,Permissions,Security,Permissions feature,Permissions resilience against IDOR on user object,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Permissions behaves correctly,Matches expected,Passed,High,High,472ms,./evidence/TC-SECURITY-1138.png,REQ-441,QA-Team,REQ-PERMISSIONS,Staging
TC-SECURITY-1139,Assessment,Security,Assessment feature,Assessment vulnerability check for SSRF on webhook URL,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Assessment behaves correctly,Matches expected,Passed,High,High,2964ms,./evidence/TC-SECURITY-1139.png,REQ-673,QA-Team,REQ-ASSESSMENT,Staging
TC-SECURITY-1140,Reminder,Security,Reminder feature,Reminder resilience against NoSQL injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,6703ms,./evidence/TC-SECURITY-1140.png,REQ-752,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1141,Permissions,Security,Permissions feature,Permissions vulnerability check for brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Permissions behaves correctly,Matches expected,Passed,High,High,1839ms,./evidence/TC-SECURITY-1141.png,REQ-111,QA-Team,REQ-PERMISSIONS,Staging
TC-SECURITY-1142,Permissions,Security,Permissions feature,Permissions audit covering JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Permissions behaves correctly,Matches expected,Passed,High,High,5347ms,./evidence/TC-SECURITY-1142.png,REQ-306,QA-Team,REQ-PERMISSIONS,Staging
TC-SECURITY-1143,Profile,Security,Profile feature,Profile vulnerability check for XSS payload execution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Profile behaves correctly,Matches expected,Passed,High,High,5752ms,./evidence/TC-SECURITY-1143.png,REQ-388,QA-Team,REQ-PROFILE,Staging
TC-SECURITY-1144,Authentication,Security,Authentication feature,Authentication resilience against HTTP parameter pollution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,2184ms,./evidence/TC-SECURITY-1144.png,REQ-909,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1145,Reminder,Security,Reminder feature,Reminder vulnerability check for stale session persistence,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,655ms,./evidence/TC-SECURITY-1145.png,REQ-415,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1146,Assessment,Security,Assessment feature,Assessment audit covering XML external entity injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Assessment behaves correctly,Matches expected,Passed,High,High,2559ms,./evidence/TC-SECURITY-1146.png,REQ-618,QA-Team,REQ-ASSESSMENT,Staging
TC-SECURITY-1147,Profile,Security,Profile feature,Profile resilience against stale session persistence,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Profile behaves correctly,Matches expected,Passed,High,High,4605ms,./evidence/TC-SECURITY-1147.png,REQ-431,QA-Team,REQ-PROFILE,Staging
TC-SECURITY-1148,Dashboard,Security,Dashboard feature,Dashboard resilience against brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,6383ms,./evidence/TC-SECURITY-1148.png,REQ-106,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1149,Permissions,Security,Permissions feature,Permissions audit covering NoSQL injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Permissions behaves correctly,Matches expected,Passed,High,High,1032ms,./evidence/TC-SECURITY-1149.png,REQ-802,QA-Team,REQ-PERMISSIONS,Staging
TC-SECURITY-1150,Authentication,Security,Authentication feature,Authentication audit covering IDOR on user object,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,2830ms,./evidence/TC-SECURITY-1150.png,REQ-449,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1151,Dashboard,Security,Dashboard feature,Dashboard resilience against stale session persistence,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,3344ms,./evidence/TC-SECURITY-1151.png,REQ-841,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1152,Notifications,Security,Notifications feature,Notifications audit covering path traversal via filename,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Notifications behaves correctly,Matches expected,Passed,High,High,4760ms,./evidence/TC-SECURITY-1152.png,REQ-730,QA-Team,REQ-NOTIFICATIONS,Staging
TC-SECURITY-1153,Camera,Security,Camera feature,Camera resilience against XSS payload execution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,7965ms,./evidence/TC-SECURITY-1153.png,REQ-129,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1154,Assessment,Security,Assessment feature,Assessment audit covering SQL injection attempt,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Assessment behaves correctly,Matches expected,Passed,High,High,6916ms,./evidence/TC-SECURITY-1154.png,REQ-279,QA-Team,REQ-ASSESSMENT,Staging
TC-SECURITY-1155,Dashboard,Security,Dashboard feature,Dashboard audit covering timing attack on password validation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,1689ms,./evidence/TC-SECURITY-1155.png,REQ-438,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1156,Assessment,Security,Assessment feature,Assessment resilience against XSS payload execution,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Assessment behaves correctly,Matches expected,Passed,High,High,6930ms,./evidence/TC-SECURITY-1156.png,REQ-446,QA-Team,REQ-ASSESSMENT,Staging
TC-SECURITY-1157,Tooth,Security,Tooth feature,Tooth Scan audit covering missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Tooth behaves correctly,Matches expected,Passed,High,High,7655ms,./evidence/TC-SECURITY-1157.png,REQ-788,QA-Team,REQ-TOOTH,Staging
TC-SECURITY-1158,Assessment,Security,Assessment feature,Assessment vulnerability check for brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Assessment behaves correctly,Matches expected,Passed,High,High,4024ms,./evidence/TC-SECURITY-1158.png,REQ-585,QA-Team,REQ-ASSESSMENT,Staging
TC-SECURITY-1159,Permissions,Security,Permissions feature,Permissions audit covering secret exposure in headers,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Permissions behaves correctly,Matches expected,Passed,High,High,6631ms,./evidence/TC-SECURITY-1159.png,REQ-136,QA-Team,REQ-PERMISSIONS,Staging
TC-SECURITY-1160,Camera,Security,Camera feature,Camera resilience against business logic flaw,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,5389ms,./evidence/TC-SECURITY-1160.png,REQ-239,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1161,Dashboard,Security,Dashboard feature,Dashboard vulnerability check for JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Dashboard behaves correctly,Matches expected,Passed,High,High,4044ms,./evidence/TC-SECURITY-1161.png,REQ-259,QA-Team,REQ-DASHBOARD,Staging
TC-SECURITY-1162,Settings,Security,Settings feature,Settings audit covering graphQL introspection leak,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Settings behaves correctly,Matches expected,Passed,High,High,5238ms,./evidence/TC-SECURITY-1162.png,REQ-571,QA-Team,REQ-SETTINGS,Staging
TC-SECURITY-1163,Reminder,Security,Reminder feature,Reminder audit covering unvalidated redirect,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,7407ms,./evidence/TC-SECURITY-1163.png,REQ-985,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1164,Visit,Security,Visit feature,Visit Reminder resilience against missing secure flag on cookie,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Visit behaves correctly,Matches expected,Passed,High,High,4498ms,./evidence/TC-SECURITY-1164.png,REQ-443,QA-Team,REQ-VISIT,Staging
TC-SECURITY-1165,Offline,Security,Offline feature,Offline audit covering timing attack on password validation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,3888ms,./evidence/TC-SECURITY-1165.png,REQ-902,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1166,History,Security,History feature,History vulnerability check for IDOR on user object,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,6769ms,./evidence/TC-SECURITY-1166.png,REQ-523,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1167,Authentication,Security,Authentication feature,Authentication audit covering JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,7700ms,./evidence/TC-SECURITY-1167.png,REQ-860,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1168,Camera,Security,Camera feature,Camera vulnerability check for rate limit evasion,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,558ms,./evidence/TC-SECURITY-1168.png,REQ-955,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1169,History,Security,History feature,History audit covering CSRF token bypass,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,4368ms,./evidence/TC-SECURITY-1169.png,REQ-406,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1170,Reminder,Security,Reminder feature,Reminder vulnerability check for JWT signature manipulation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Reminder behaves correctly,Matches expected,Passed,High,High,4728ms,./evidence/TC-SECURITY-1170.png,REQ-842,QA-Team,REQ-REMINDER,Staging
TC-SECURITY-1171,Camera,Security,Camera feature,Camera vulnerability check for timing attack on password validation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,5655ms,./evidence/TC-SECURITY-1171.png,REQ-423,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1172,Authentication,Security,Authentication feature,Authentication vulnerability check for business logic flaw,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,4648ms,./evidence/TC-SECURITY-1172.png,REQ-648,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1173,Authentication,Security,Authentication feature,Authentication vulnerability check for privilege escalation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,253ms,./evidence/TC-SECURITY-1173.png,REQ-313,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1174,Camera,Security,Camera feature,Camera resilience against path traversal via filename,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Camera behaves correctly,Matches expected,Passed,High,High,4830ms,./evidence/TC-SECURITY-1174.png,REQ-801,QA-Team,REQ-CAMERA,Staging
TC-SECURITY-1175,Authentication,Security,Authentication feature,Authentication vulnerability check for graphQL introspection leak,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Authentication behaves correctly,Matches expected,Passed,High,High,2817ms,./evidence/TC-SECURITY-1175.png,REQ-918,QA-Team,REQ-AUTHENTICATION,Staging
TC-SECURITY-1176,Offline,Security,Offline feature,Offline vulnerability check for privilege escalation,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,7605ms,./evidence/TC-SECURITY-1176.png,REQ-914,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1177,History,Security,History feature,History resilience against path traversal via filename,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,History behaves correctly,Matches expected,Passed,High,High,2996ms,./evidence/TC-SECURITY-1177.png,REQ-167,QA-Team,REQ-HISTORY,Staging
TC-SECURITY-1178,Visit,Security,Visit feature,Visit Reminder audit covering CSRF token bypass,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Visit behaves correctly,Matches expected,Passed,High,High,1323ms,./evidence/TC-SECURITY-1178.png,REQ-387,QA-Team,REQ-VISIT,Staging
TC-SECURITY-1179,Tooth,Security,Tooth feature,Tooth Scan resilience against SQL injection attempt,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Tooth behaves correctly,Matches expected,Passed,High,High,6987ms,./evidence/TC-SECURITY-1179.png,REQ-131,QA-Team,REQ-TOOTH,Staging
TC-SECURITY-1180,Offline,Security,Offline feature,Offline resilience against NoSQL injection,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Offline behaves correctly,Matches expected,Passed,High,High,2878ms,./evidence/TC-SECURITY-1180.png,REQ-484,QA-Team,REQ-OFFLINE,Staging
TC-SECURITY-1181,Tooth,Security,Tooth feature,Tooth Scan audit covering brute force login,System is operational,"1. Setup context
2. Execute action
3. Verify response",Standard Input,Tooth behaves correctly,Matches expected,Passed,High,High,5232ms,./evidence/TC-SECURITY-1181.png,REQ-647,QA-Team,REQ-TOOTH,Staging
